workerid,proliferate.condition,accuracy,internal_node_id,question_order,response,rt,stimulus,time_elapsed,trial_index,trial_type,error
107,All,,0.0-4.0-56.0,,,,audio/NGN/NGN_08_NG.mp3,583865,60,audio-keyboard-response,
107,All,,0.0-4.0-57.0,"[0, 1, 2, 3, 4, 5]","{'local': 1, 'casual': 1, 'educated': 2, 'friendly': 1, 'dependable': 2, 'traditional': 4}",11524,,595391,61,survey-likert,
107,All,,0.0-4.0-58.0,,,,audio/NGG/NGG_10_NG.mp3,597732,62,audio-keyboard-response,
107,All,,0.0-4.0-59.0,"[0, 1, 2, 3, 4, 5]","{'local': 1, 'casual': 1, 'educated': 2, 'friendly': 0, 'dependable': 2, 'traditional': 3}",12446,,610181,63,survey-likert,
107,All,[],0.0-5.0,,"{'age': '22', 'P0_Q0': None, 'gender': '女', 'origin': '广州', 'education': '高中或中专'}",20473,,630740,64,survey,
107,All,,0.0-6.0,,"{'lang1': '普通话', 'lang2': '英语', 'lang3': '', 'lang4': '', 'lang5': ''}",32669,,663413,65,survey-html-form,
107,All,,0.0-7.0,"[0, 2, 1]","{'family': 5, 'friends': 1, 'study/work': 3}",25770,,689189,66,survey-likert,
107,All,,0.0-8.0,"[1, 0, 2, 3]","{'likert_young': 3, 'likert_proper': 3, 'likert_culture': 5, 'likert_identity': 3}",25597,,714795,67,survey-likert,
107,All,[],0.0-9.0,,"{'attitude': '?️', 'have_heard': '否'}",37036,,751858,68,survey,
107,All,,0.0-10.0,,0,1430,"
            <p>感谢您完成本次实验！</p>
            <p>请按""提交""按钮正式完成本实验。提交后请您稍等片刻，在您回到Prolific网站后就可以关闭窗口。</p>
      ",753290,69,html-button-response,
85,All,,0.0-0.0,,0,11687,"<p style=""width: 1000px; margin-bottom: -250px"">
    您被邀请参加一项斯坦福大学的研究。
    <BR><BR>在此实验中，您会完成一项跟语言有关的任务，例如读或听一些字、描述图片或场景、造句、或完成简单的语言游戏。
    <BR><BR>本研究中没有已知的风险、成本或不适。
    <BR><BR>
    如果您同意参与这项研究，请继续。
    <BR><BR>
    <BR><BR>
    </p>
    <p style=""width: 1000px; font-size: 9pt; position: relative; top: 330px; padding-bottom: 30px; text-align: justify"">
    如果您已读完此表格并决定参与此项目，请明白您的参与是自愿的，您有权随时撤回您的同意或停止参与，而不会受到惩罚或失去您原本可以享有的利益有权。 您有权拒绝回答任何问题。 您的个人隐私将在研究产生的所有已发布和书面数据中得到保护。
    <BR><BR>联系信息：问题、疑虑或投诉：如果您对本研究、其程序、风险和益处有任何问题、疑虑或投诉，请用邮箱联系Ting Lin(linting@stanford.edu)或者Judith Degen教授(jdegen@stanford.edu)。如果您对这项研究的进行方式不满意，或者如果您对研究或您作为参与者的权利有任何疑虑、投诉或一般问题，请联系斯坦福机构审查委员会 (IRB) 发言与独立于研究团队的人联系 +1(650)-723-2480 或拨打免费电话 1-866-680-2906。 您也可以致函 Stanford IRB, Stanford University, Stanford, CA 94305-5401 或发送电子邮件至 irbnonmed@stanford.edu。
    </p>",11807,0,html-button-response,
85,All,,0.0-1.0,,0,15634,"
            <p>本研究的调查对象为母语为粤语的人。您可以将此链接分享给其他符合条件的人，但请不要多次参与本研究，您只会获得一次酬劳。</p>
            <p>本实验使用简体中文，将用时大约15分钟，完成后您将按公布的标准获得酬劳。</p>
            <p>请点击 ""继续""。</p>",27443,1,html-button-response,
85,All,,0.0-2.0,,0,9869,"
            <p>请确保您在安静的房间中用电脑完成本实验。</p>
            <p>在本实验中，您将聆听简短的音频片段，每段音频都是一名志愿者朗读的一个语段。</p>
            <p>听完每段音频后，您需要回答一些判断题。</p>",37312,2,html-button-response,
85,All,,0.0-3.0,,0,93262,"<p>实验开始前，请调整音量，确保您可以非常清楚地听到以下音频。</p>
    <p><audio controls><source src=""./audio/soundcheck.mp3"" type=""audio/mp3""></audio></p>
    <br><p>此外，以下音频将于实验过程中会出现数次，请遵守音频中的指示，<br>那一轮的每一道判断题<b>都请选择音频中的数字</b>。</p>
    <p><audio controls><source src=""./audio/attention_check_1.mp3"" type=""audio/mp3""></audio></p",130580,3,html-button-response,
85,All,,0.0-4.0-0.0,,,,audio/NGN/NGN_05_NG.mp3,132781,4,audio-keyboard-response,
85,All,,0.0-4.0-1.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 4, 'educated': 3, 'friendly': 1, 'dependable': 2, 'traditional': 3}",36940,,169725,5,survey-likert,
85,All,,0.0-4.0-2.0,,,,audio/NL/NL_07_N.mp3,171039,6,audio-keyboard-response,
85,All,,0.0-4.0-3.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 1, 'educated': 5, 'friendly': 4, 'dependable': 5, 'traditional': 4}",26314,,197356,7,survey-likert,
85,All,,0.0-4.0-4.0,,,,audio/NGG/NGG_02_NG.mp3,198822,8,audio-keyboard-response,
85,All,,0.0-4.0-5.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 2, 'educated': 4, 'friendly': 4, 'dependable': 4, 'traditional': 3}",30140,,228965,9,survey-likert,
85,All,,0.0-4.0-6.0,,,,audio/NGN/NGN_08_N.mp3,230740,10,audio-keyboard-response,
85,All,,0.0-4.0-7.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 3, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 2}",30182,,260926,11,survey-likert,
85,All,,0.0-4.0-8.0,,,,audio/NL/NL_06_L.mp3,262040,12,audio-keyboard-response,
85,All,,0.0-4.0-9.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 3}",21811,,283853,13,survey-likert,
85,All,,0.0-4.0-10.0,,,,audio/NL/NL_03_L.mp3,284987,14,audio-keyboard-response,
85,All,,0.0-4.0-11.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 4, 'dependable': 4, 'traditional': 2}",21952,,306941,15,survey-likert,
85,All,,0.0-4.0-12.0,,,,audio/NGN/NGN_07_NG.mp3,308759,16,audio-keyboard-response,
85,All,,0.0-4.0-13.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 4, 'friendly': 4, 'dependable': 4, 'traditional': 3}",17738,,326499,17,survey-likert,
85,All,,0.0-4.0-14.0,,,,audio/NGN/NGN_04_NG.mp3,328316,18,audio-keyboard-response,
85,All,,0.0-4.0-15.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 3}",17539,,345857,19,survey-likert,
85,All,,0.0-4.0-16.0,,,,audio/NGN/NGN_10_N.mp3,347328,20,audio-keyboard-response,
85,All,,0.0-4.0-17.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 4, 'friendly': 4, 'dependable': 4, 'traditional': 2}",16850,,364181,21,survey-likert,
85,All,,0.0-4.0-18.0,,,,audio/NGG/NGG_03_NG.mp3,365759,22,audio-keyboard-response,
85,All,,0.0-4.0-19.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 4, 'dependable': 4, 'traditional': 2}",27693,,393456,23,survey-likert,
85,All,,0.0-4.0-20.0,,,,audio/NL/NL_04_L.mp3,394651,24,audio-keyboard-response,
85,All,,0.0-4.0-21.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 2}",31467,,426121,25,survey-likert,
85,All,,0.0-4.0-22.0,,,,audio/NGN/NGN_09_N.mp3,427722,26,audio-keyboard-response,
85,All,,0.0-4.0-23.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 2, 'educated': 4, 'friendly': 2, 'dependable': 4, 'traditional': 3}",19172,,446897,27,survey-likert,
85,All,,0.0-4.0-24.0,,,,audio/NGG/NGG_09_NG.mp3,449688,28,audio-keyboard-response,
85,All,,0.0-4.0-25.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 4, 'friendly': 3, 'dependable': 4, 'traditional': 2}",17411,,467101,29,survey-likert,
85,All,,0.0-4.0-26.0,,,,audio/NL/NL_09_L.mp3,468386,30,audio-keyboard-response,
85,All,,0.0-4.0-27.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 4, 'friendly': 4, 'dependable': 3, 'traditional': 2}",18619,,487007,31,survey-likert,
85,All,,0.0-4.0-28.0,,,,audio/attention_check_4.mp3,490527,32,audio-keyboard-response,
85,All,,0.0-4.0-29.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 3}",13203,,503732,33,survey-likert,
85,All,,0.0-4.0-30.0,,,,audio/attention_check_1.mp3,506816,34,audio-keyboard-response,
85,All,,0.0-4.0-31.0,"[0, 1, 2, 3, 4, 5]","{'local': 0, 'casual': 0, 'educated': 0, 'friendly': 0, 'dependable': 0, 'traditional': 0}",9686,,516503,35,survey-likert,
85,All,,0.0-4.0-32.0,,,,audio/NL/NL_10_L.mp3,517881,36,audio-keyboard-response,
85,All,,0.0-4.0-33.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 1}",18959,,536843,37,survey-likert,
85,All,,0.0-4.0-34.0,,,,audio/attention_check_6.mp3,540061,38,audio-keyboard-response,
85,All,,0.0-4.0-35.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 5, 'educated': 5, 'friendly': 5, 'dependable': 5, 'traditional': 5}",8637,,548700,39,survey-likert,
85,All,,0.0-4.0-36.0,,,,audio/NGN/NGN_02_NG.mp3,550267,40,audio-keyboard-response,
85,All,,0.0-4.0-37.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 4, 'friendly': 3, 'dependable': 4, 'traditional': 3}",14270,,564540,41,survey-likert,
85,All,,0.0-4.0-38.0,,,,audio/NGN/NGN_01_NG.mp3,566649,42,audio-keyboard-response,
85,All,,0.0-4.0-39.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 3, 'educated': 2, 'friendly': 2, 'dependable': 3, 'traditional': 2}",22093,,588745,43,survey-likert,
85,All,,0.0-4.0-40.0,,,,audio/NL/NL_01_L.mp3,590368,44,audio-keyboard-response,
85,All,,0.0-4.0-41.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 5, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 1}",21713,,612085,45,survey-likert,
85,All,,0.0-4.0-42.0,,,,audio/NGG/NGG_01_G.mp3,613716,46,audio-keyboard-response,
85,All,,0.0-4.0-43.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 2}",16412,,630130,47,survey-likert,
85,All,,0.0-4.0-44.0,,,,audio/NGG/NGG_08_NG.mp3,631729,48,audio-keyboard-response,
85,All,,0.0-4.0-45.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 1}",17989,,649720,49,survey-likert,
85,All,,0.0-4.0-46.0,,,,audio/NGG/NGG_06_NG.mp3,651130,50,audio-keyboard-response,
85,All,,0.0-4.0-47.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 4, 'traditional': 2}",18627,,669761,51,survey-likert,
85,All,,0.0-4.0-48.0,,,,audio/NGN/NGN_03_N.mp3,671175,52,audio-keyboard-response,
85,All,,0.0-4.0-49.0,"[0, 1, 2, 3, 4, 5]","{'local': 1, 'casual': 4, 'educated': 2, 'friendly': 3, 'dependable': 2, 'traditional': 1}",17921,,689098,53,survey-likert,
85,All,,0.0-4.0-50.0,,,,audio/NGG/NGG_05_G.mp3,690691,54,audio-keyboard-response,
85,All,,0.0-4.0-51.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 2}",17462,,708157,55,survey-likert,
85,All,,0.0-4.0-52.0,,,,audio/NL/NL_02_L.mp3,709163,56,audio-keyboard-response,
85,All,,0.0-4.0-53.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 1}",14699,,723865,57,survey-likert,
85,All,,0.0-4.0-54.0,,,,audio/NGG/NGG_04_NG.mp3,725301,58,audio-keyboard-response,
85,All,,0.0-4.0-55.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 2}",20549,,745853,59,survey-likert,
85,All,,0.0-4.0-56.0,,,,audio/NGG/NGG_10_G.mp3,747709,60,audio-keyboard-response,
85,All,,0.0-4.0-57.0,"[0, 1, 2, 3, 4, 5]","{'local': 4, 'casual': 4, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 1}",15395,,763107,61,survey-likert,
85,All,,0.0-4.0-58.0,,,,audio/NL/NL_08_N.mp3,764903,62,audio-keyboard-response,
85,All,,0.0-4.0-59.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 1, 'educated': 4, 'friendly': 4, 'dependable': 4, 'traditional': 4}",21995,,786901,63,survey-likert,
85,All,[],0.0-5.0,,"{'age': '41', 'P0_Q0': None, 'gender': '女', 'origin': '香港', 'education': '硕士'}",19284,,806276,64,survey,
85,All,,0.0-6.0,,"{'lang1': '英语', 'lang2': '粤语', 'lang3': '普通话', 'lang4': '', 'lang5': ''}",32208,,838487,65,survey-html-form,
85,All,,0.0-7.0,"[0, 2, 1]","{'family': 4, 'friends': 3, 'study/work': 0}",10748,,849237,66,survey-likert,
85,All,,0.0-8.0,"[1, 3, 2, 0]","{'likert_young': 4, 'likert_proper': 3, 'likert_culture': 5, 'likert_identity': 5}",24385,,873627,67,survey-likert,
85,All,[],0.0-9.0,,"{'attitude': '講粵語不應有懶音。用懶音給人懶惰或受低教育的感覺。', 'have_heard': '是'}",139585,,1013230,68,survey,
85,All,,0.0-10.0,,0,2056,"
            <p>感谢您完成本次实验！</p>
            <p>请按""提交""按钮正式完成本实验。提交后请您稍等片刻，在您回到Prolific网站后就可以关闭窗口。</p>
      ",1015287,69,html-button-response,
90,All,,0.0-0.0,,0,13654,"<p style=""width: 1000px; margin-bottom: -250px"">
    您被邀请参加一项斯坦福大学的研究。
    <BR><BR>在此实验中，您会完成一项跟语言有关的任务，例如读或听一些字、描述图片或场景、造句、或完成简单的语言游戏。
    <BR><BR>本研究中没有已知的风险、成本或不适。
    <BR><BR>
    如果您同意参与这项研究，请继续。
    <BR><BR>
    <BR><BR>
    </p>
    <p style=""width: 1000px; font-size: 9pt; position: relative; top: 330px; padding-bottom: 30px; text-align: justify"">
    如果您已读完此表格并决定参与此项目，请明白您的参与是自愿的，您有权随时撤回您的同意或停止参与，而不会受到惩罚或失去您原本可以享有的利益有权。 您有权拒绝回答任何问题。 您的个人隐私将在研究产生的所有已发布和书面数据中得到保护。
    <BR><BR>联系信息：问题、疑虑或投诉：如果您对本研究、其程序、风险和益处有任何问题、疑虑或投诉，请用邮箱联系Ting Lin(linting@stanford.edu)或者Judith Degen教授(jdegen@stanford.edu)。如果您对这项研究的进行方式不满意，或者如果您对研究或您作为参与者的权利有任何疑虑、投诉或一般问题，请联系斯坦福机构审查委员会 (IRB) 发言与独立于研究团队的人联系 +1(650)-723-2480 或拨打免费电话 1-866-680-2906。 您也可以致函 Stanford IRB, Stanford University, Stanford, CA 94305-5401 或发送电子邮件至 irbnonmed@stanford.edu。
    </p>",13687,0,html-button-response,
90,All,,0.0-1.0,,0,1471,"
            <p>本研究的调查对象为母语为粤语的人。您可以将此链接分享给其他符合条件的人，但请不要多次参与本研究，您只会获得一次酬劳。</p>
            <p>本实验使用简体中文，将用时大约15分钟，完成后您将按公布的标准获得酬劳。</p>
            <p>请点击 ""继续""。</p>",15159,1,html-button-response,
90,All,,0.0-2.0,,0,2752,"
            <p>请确保您在安静的房间中用电脑完成本实验。</p>
            <p>在本实验中，您将聆听简短的音频片段，每段音频都是一名志愿者朗读的一个语段。</p>
            <p>听完每段音频后，您需要回答一些判断题。</p>",17911,2,html-button-response,
90,All,,0.0-3.0,,0,30140,"<p>实验开始前，请调整音量，确保您可以非常清楚地听到以下音频。</p>
    <p><audio controls><source src=""./audio/soundcheck.mp3"" type=""audio/mp3""></audio></p>
    <br><p>此外，以下音频将于实验过程中会出现数次，请遵守音频中的指示，<br>那一轮的每一道判断题<b>都请选择音频中的数字</b>。</p>
    <p><audio controls><source src=""./audio/attention_check_1.mp3"" type=""audio/mp3""></audio></p",48053,3,html-button-response,
90,All,,0.0-4.0-0.0,,,,audio/NL/NL_07_L.mp3,49277,4,audio-keyboard-response,
90,All,,0.0-4.0-1.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 5, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 3}",20543,,69827,5,survey-likert,
90,All,,0.0-4.0-2.0,,,,audio/NGN/NGN_07_NG.mp3,71556,6,audio-keyboard-response,
90,All,,0.0-4.0-3.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 1, 'educated': 4, 'friendly': 3, 'dependable': 3, 'traditional': 2}",17973,,89533,7,survey-likert,
90,All,,0.0-4.0-4.0,,,,audio/NL/NL_04_N.mp3,90457,8,audio-keyboard-response,
90,All,,0.0-4.0-5.0,"[0, 1, 2, 3, 4, 5]","{'local': 1, 'casual': 4, 'educated': 3, 'friendly': 2, 'dependable': 2, 'traditional': 3}",19924,,110385,9,survey-likert,
90,All,,0.0-4.0-6.0,,,,audio/NL/NL_03_N.mp3,111437,10,audio-keyboard-response,
90,All,,0.0-4.0-7.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 5, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 5}",15139,,126580,11,survey-likert,
90,All,,0.0-4.0-8.0,,,,audio/NGN/NGN_04_N.mp3,128356,12,audio-keyboard-response,
90,All,,0.0-4.0-9.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 4}",22793,,151152,13,survey-likert,
90,All,,0.0-4.0-10.0,,,,audio/NGG/NGG_03_G.mp3,152526,14,audio-keyboard-response,
90,All,,0.0-4.0-11.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 2, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 3}",22041,,174572,15,survey-likert,
90,All,,0.0-4.0-12.0,,,,audio/NL/NL_10_L.mp3,175966,16,audio-keyboard-response,
90,All,,0.0-4.0-13.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 2, 'educated': 4, 'friendly': 3, 'dependable': 3, 'traditional': 4}",30760,,206730,17,survey-likert,
90,All,,0.0-4.0-14.0,,,,audio/NGN/NGN_02_NG.mp3,208295,18,audio-keyboard-response,
90,All,,0.0-4.0-15.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 2, 'educated': 3, 'friendly': 4, 'dependable': 4, 'traditional': 4}",16498,,224797,19,survey-likert,
90,All,,0.0-4.0-16.0,,,,audio/NGN/NGN_09_NG.mp3,226395,20,audio-keyboard-response,
90,All,,0.0-4.0-17.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 0, 'educated': 4, 'friendly': 3, 'dependable': 3, 'traditional': 1}",15168,,241568,21,survey-likert,
90,All,,0.0-4.0-18.0,,,,audio/NL/NL_09_N.mp3,242875,22,audio-keyboard-response,
90,All,,0.0-4.0-19.0,"[0, 1, 2, 3, 4, 5]","{'local': 1, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 3}",11995,,254874,23,survey-likert,
90,All,,0.0-4.0-20.0,,,,audio/attention_check_4.mp3,258145,24,audio-keyboard-response,
90,All,,0.0-4.0-21.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 3, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 3}",8383,,266532,25,survey-likert,
90,All,,0.0-4.0-22.0,,,,audio/NGG/NGG_08_G.mp3,267935,26,audio-keyboard-response,
90,All,,0.0-4.0-23.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 4, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 5}",13628,,281567,27,survey-likert,
90,All,,0.0-4.0-24.0,,,,audio/NGN/NGN_01_N.mp3,283525,28,audio-keyboard-response,
90,All,,0.0-4.0-25.0,"[0, 1, 2, 3, 4, 5]","{'local': 1, 'casual': 0, 'educated': 4, 'friendly': 3, 'dependable': 3, 'traditional': 1}",15768,,299298,29,survey-likert,
90,All,,0.0-4.0-26.0,,,,audio/NGN/NGN_05_N.mp3,301185,30,audio-keyboard-response,
90,All,,0.0-4.0-27.0,"[0, 1, 2, 3, 4, 5]","{'local': 1, 'casual': 0, 'educated': 4, 'friendly': 3, 'dependable': 3, 'traditional': 2}",20633,,321822,31,survey-likert,
90,All,,0.0-4.0-28.0,,,,audio/attention_check_6.mp3,324835,32,audio-keyboard-response,
90,All,,0.0-4.0-29.0,"[0, 1, 2, 3, 4, 5]","{'local': 5, 'casual': 5, 'educated': 5, 'friendly': 5, 'dependable': 5, 'traditional': 5}",9977,,334816,33,survey-likert,
90,All,,0.0-4.0-30.0,,,,audio/NGG/NGG_06_NG.mp3,336245,34,audio-keyboard-response,
90,All,,0.0-4.0-31.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 2, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 3}",24964,,361213,35,survey-likert,
90,All,,0.0-4.0-32.0,,,,audio/NGG/NGG_04_NG.mp3,362655,36,audio-keyboard-response,
90,All,,0.0-4.0-33.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 5, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 5}",11381,,374040,37,survey-likert,
90,All,,0.0-4.0-34.0,,,,audio/NGN/NGN_03_NG.mp3,375455,38,audio-keyboard-response,
90,All,,0.0-4.0-35.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 4}",16480,,391938,39,survey-likert,
90,All,,0.0-4.0-36.0,,,,audio/NGG/NGG_02_G.mp3,393125,40,audio-keyboard-response,
90,All,,0.0-4.0-37.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 4}",17452,,410582,41,survey-likert,
90,All,,0.0-4.0-38.0,,,,audio/NGG/NGG_09_G.mp3,412905,42,audio-keyboard-response,
90,All,,0.0-4.0-39.0,"[0, 1, 2, 3, 4, 5]","{'local': 1, 'casual': 2, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 3}",13268,,426177,43,survey-likert,
90,All,,0.0-4.0-40.0,,,,audio/NGG/NGG_05_NG.mp3,427845,44,audio-keyboard-response,
90,All,,0.0-4.0-41.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 4, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 4}",12890,,440739,45,survey-likert,
90,All,,0.0-4.0-42.0,,,,audio/NGG/NGG_01_NG.mp3,442195,46,audio-keyboard-response,
90,All,,0.0-4.0-43.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 5, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 4}",10695,,452893,47,survey-likert,
90,All,,0.0-4.0-44.0,,,,audio/NGN/NGN_10_N.mp3,454455,48,audio-keyboard-response,
90,All,,0.0-4.0-45.0,"[0, 1, 2, 3, 4, 5]","{'local': 1, 'casual': 1, 'educated': 4, 'friendly': 3, 'dependable': 3, 'traditional': 3}",13045,,467504,49,survey-likert,
90,All,,0.0-4.0-46.0,,,,audio/NGN/NGN_08_N.mp3,469315,50,audio-keyboard-response,
90,All,,0.0-4.0-47.0,"[0, 1, 2, 3, 4, 5]","{'local': 1, 'casual': 5, 'educated': 3, 'friendly': 3, 'dependable': 3, 'traditional': 4}",29159,,498475,51,survey-likert,
90,All,,0.0-4.0-48.0,,,,audio/NL/NL_02_L.mp3,499481,52,audio-keyboard-response,
90,All,,0.0-4.0-49.0,"[0, 1, 2, 3, 4, 5]","{'local': 3, 'casual': 5, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 4}",21833,,521318,53,survey-likert,
90,All,,0.0-4.0-50.0,,,,audio/NGG/NGG_10_NG.mp3,523731,54,audio-keyboard-response,
90,All,,0.0-4.0-51.0,"[0, 1, 2, 3, 4, 5]","{'local': 1, 'casual': 4, 'educated': 2, 'friendly': 2, 'dependable': 3, 'traditional': 4}",12817,,536553,55,survey-likert,
90,All,,0.0-4.0-52.0,,,,audio/attention_check_1.mp3,539491,56,audio-keyboard-response,
90,All,,0.0-4.0-53.0,"[0, 1, 2, 3, 4, 5]","{'local': 0, 'casual': 0, 'educated': 0, 'friendly': 0, 'dependable': 0, 'traditional': 0}",7964,,547462,57,survey-likert,
90,All,,0.0-4.0-54.0,,,,audio/NL/NL_08_N.mp3,549285,58,audio-keyboard-response,
90,All,,0.0-4.0-55.0,"[0, 1, 2, 3, 4, 5]","{'local': 0, 'casual': 0, 'educated': 3, 'friendly': 2, 'dependable': 3, 'traditional': 3}",14288,,563577,59,survey-likert,
90,All,,0.0-4.0-56.0,,,,audio/NL/NL_01_L.mp3,565225,60,audio-keyboard-response,
90,All,,0.0-4.0-57.0,"[0, 1, 2, 3, 4, 5]","{'local': 2, 'casual': 5, 'educated': 3, 'friendly': 4, 'dependable': 3, 'traditional': 5}",12799,,578027,61,survey-likert,
90,All,,0.0-4.0-58.0,,,,audio/NL/NL_06_N.mp3,579015,62,audio-keyboard-response,
90,All,,0.0-4.0-59.0,"[0, 1, 2, 3, 4, 5]","{'local': 1, 'casual': 0, 'educated': 4, 'friendly': 2, 'dependable': 4, 'traditional': 2}",14644,,593662,63,survey-likert,
90,All,[],0.0-5.0,,"{'age': '47', 'P0_Q0': None, 'gender': '男', 'origin': '广州', 'education': '本科'}",15193,,608916,64,survey,
90,All,,0.0-6.0,,"{'lang1': '粤语', 'lang2': '普通话', 'lang3': '英语', 'lang4': '', 'lang5': ''}",21134,,630052,65,survey-html-form,
90,All,,0.0-7.0,"[1, 0, 2]","{'family': 5, 'friends': 3, 'study/work': 1}",25658,,655713,66,survey-likert,
90,All,,0.0-8.0,"[0, 2, 1, 3]","{'likert_young': 2, 'likert_proper': 2, 'likert_culture': 3, 'likert_identity': 3}",25994,,681710,67,survey-likert,
90,All,[],0.0-9.0,,"{'attitude': '', 'have_heard': '否'}",4339,,686061,68,survey,
90,All,,0.0-10.0,,0,1616,"
            <p>感谢您完成本次实验！</p>
            <p>请按""提交""按钮正式完成本实验。提交后请您稍等片刻，在您回到Prolific网站后就可以关闭窗口。</p>
      ",687678,69,html-button-response,
